	GSM469508	GSM469509	GSM469510	GSM469511	GSM469512	GSM469513	GSM469514	GSM469515	GSM469516	GSM469517	GSM469518	GSM469519	GSM469520	GSM469521	GSM469522	GSM469523
ACSF2	2.701564757	2.743765153	2.715927378	2.724439742	2.706903824	3.088079748	2.709423435	2.706994621	2.619346197	2.526842142	2.680213667	2.711935362	2.722253445	2.751077185	3.237589025	2.712536569
ACSL1	7.595687866	5.893315477	8.037330862	4.633576048	4.889715056	3.574135639	3.820989363	5.978528399	6.358268206	8.541469473	4.883072365	8.373285333	4.373373431	5.051832475	5.443730392	3.444337039
ACSL3	6.151281338	5.628271679	7.050362407	5.851690059	5.705198442	5.44331412	5.697560465	6.241681799	6.627862469	6.731131046	5.499019023	5.706333732	5.887458276	6.000019277	5.370918872	5.614709967
ACSL4	3.256104773	3.909270243	3.904201277	3.761499011	3.635390156	3.341015125	3.555080852	3.258745781	3.106586682	3.778807372	3.159370741	3.277234457	3.346725644	3.211914039	3.417718047	3.602190605
ACSL5	5.971095369	5.221497422	4.941890773	4.734161918	4.665902397	4.722833012	4.936391932	5.38704908	4.764953305	4.98112707	4.870564901	5.125750086	4.901743088	5.128811861	4.634257181	4.745122275
ACSL6	3.136934121	4.006941131	4.004004651	3.566939687	3.468513488	3.258236412	3.450935307	3.168003743	2.967915941	3.113666219	3.190185571	3.064158423	3.238082905	3.148815779	3.284788006	3.337063069
ACSM1	2.56772049	2.948244042	2.85454776	2.822232572	2.803029286	2.771120991	2.931603116	2.737376466	2.773129255	2.485375175	2.660795143	2.573218588	2.680143993	2.851010919	2.899438746	2.770550674
ACSM3	2.407879592	2.853120469	2.752789144	2.587859927	2.548086331	2.483981158	2.641273829	2.446633617	2.436758734	2.427467123	2.42612653	2.441699623	2.474952499	2.447870503	2.521368797	2.51446657
ACSM5	2.38115256	2.65680091	2.548722207	2.489929376	2.588086941	2.480790614	2.476325174	2.476886619	2.425638355	2.403175336	2.461276509	2.431366155	2.481466557	2.38756974	2.481348667	2.491565502
ACSS3	2.383908425	2.470005079	2.449314514	2.483178228	2.424599078	2.416787168	2.4190095	2.403986373	2.395356458	2.382042571	2.385714938	2.402098022	2.418263503	2.409553476	2.410952449	2.422080624
ACTA1	2.543144371	2.783605464	2.818226259	2.863965375	2.694776297	2.656082741	2.688519352	2.616647574	2.596429241	2.523081872	2.585687879	2.599194353	2.642495522	2.645779131	2.652048983	2.65913186
ACTA2	4.232094438	3.95997721	4.129662921	2.526847428	4.052419461	3.770019907	4.35639837	4.025476354	4.747365171	3.980704856	4.354652456	4.988525471	3.890192044	4.113574902	4.946902344	3.570121683
ACTB	12.31569121	11.64367464	12.04729779	11.42041363	11.20098442	11.38681316	11.24867796	10.67441574	11.48658333	11.71870914	11.20848465	11.34313323	10.47343771	11.26282874	11.07608851	11.13725748
ACTC1	2.850385027	3.273312052	2.910788429	2.93062532	2.976271607	2.859137841	3.029027904	2.76253137	2.730526872	2.746912556	2.787094037	2.747116278	2.841162437	2.839360144	2.88868699	2.909467399
ACTG2	2.83112981	3.224945239	3.057920998	3.172070892	3.014704577	2.979330879	3.064637499	2.927647543	2.85918996	2.879932634	3.010433144	2.902896398	2.949300065	2.858845964	2.978803119	3.030683479
ACTL6A	3.714410488	4.67159824	4.067991152	4.375552951	4.154453829	3.782803153	4.176914943	4.234960293	3.908194608	4.18797452	3.689467524	3.491479801	3.771822482	3.656399835	3.810626674	3.942257348
ACTL6B	2.58442442	3.118276164	2.978705647	3.262737206	3.01954202	2.705005417	2.844371594	2.634666403	2.572419008	2.579984476	2.624834077	2.585244154	2.67743486	2.613439001	2.738067225	2.770168273
ACTL7A	2.239905891	2.433403383	2.332381232	2.377597651	2.333358336	2.2841052	2.327349168	2.325658599	2.235903509	2.220657143	2.242121565	2.24094677	2.275073378	2.267079686	2.288960041	2.283978726
ACTL7B	2.503904886	2.665053704	2.604375775	2.639141364	2.586730716	2.575430968	2.588164234	2.54225216	2.510681748	2.457504151	2.54381253	2.533224462	2.57302163	2.523861416	2.578192996	2.590292138
ACTL8	2.383849155	2.475526584	2.487487725	2.479602614	2.411734084	2.450231043	2.454660562	2.428686142	2.390325419	2.393594332	2.417372144	2.462550417	2.440849465	2.618008274	2.442575806	2.452220408
ACTN1	7.304986593	5.534183138	4.433999905	5.105607348	5.225253161	6.652449542	4.648653216	6.221900552	6.080484846	6.525013436	5.895185866	7.027182166	5.711165436	5.773898448	5.658866741	5.513116894
ACTN2	3.014282605	3.673950955	4.029290934	3.613440412	3.855140289	3.201434734	3.716787575	3.112514594	2.926738476	2.866202936	3.106150958	2.964386535	3.168142225	3.045289424	3.35451298	3.27114535
ACTN3	2.206586109	2.402985771	2.319284541	2.269385624	2.268321205	2.243793305	2.25282903	2.220208633	2.216201444	2.191340853	2.202045782	2.217559745	2.23774671	2.216433504	2.259407757	2.246705452
ACTN4	5.776015564	6.050966498	5.204718122	4.959622329	5.340403698	6.740860057	5.614714221	5.12158441	6.349998417	5.212866288	5.854294493	5.419744477	5.06547473	6.776176113	5.989996263	5.329765089
ACTR10	7.034637238	7.639200349	6.534002761	6.874052625	7.078918166	6.490396075	6.69005694	7.103939318	7.591801572	6.916595042	7.100905859	7.043939357	7.41545909	7.363086264	6.829021808	6.61314918
ACTR1A	4.787498094	4.174517583	3.147598282	4.396785603	3.721744337	3.69108262	4.56645512	4.336759778	4.401563508	5.226142285	4.380296771	4.391984432	4.444639169	4.399011862	4.097591254	4.139325501
ACTR1B	5.210975044	5.273072231	4.537677827	4.957095686	4.402553253	5.857463405	5.193523221	5.713449591	6.187410063	4.847661269	5.418303265	5.018339688	5.180136869	5.979770098	5.320449234	5.205797641
ACTR2	8.124675901	6.793195797	7.205008422	6.805842159	7.029055816	4.488400863	6.580678669	6.617101649	7.301617648	8.065609543	6.962818766	8.139705865	6.857068958	7.059388335	6.951112112	6.984933694
ACTR3	9.157947829	8.398805039	9.443540283	7.903918991	8.367994706	7.624870253	7.56242365	7.993303843	8.704274674	9.495796629	8.484777794	9.390233572	8.084067787	8.327827825	8.597896161	8.233595929
ACTR3B	3.919382474	4.402287316	3.882575264	4.313754539	4.170055315	3.961581251	4.061003609	3.913914198	4.038588335	3.658847628	3.948454789	4.012386933	4.044180495	3.943999329	4.091337748	4.407930563
ACTR5	3.04234166	2.992727911	2.957869168	2.94206923	3.28060872	2.987509608	2.957539	2.933649865	2.984721592	2.909205841	2.979309029	2.919757628	2.952957514	2.931207442	2.929222249	3.177763314
ACTR6	4.928814386	5.08208867	5.791893934	5.909125207	5.693824632	4.540847156	4.985238186	4.737437421	5.098127727	5.171425284	4.879244414	5.282354356	4.931147077	4.269782381	5.061149328	5.157296019
ACTR8	2.193885704	2.537111447	2.441136344	2.265835879	2.238610117	2.276874946	2.409504436	2.193663592	2.220831558	2.242172254	2.186327357	2.225366229	2.255334152	2.212644362	2.250345293	2.246154195
ACVR1	5.081145624	5.2456805	5.229181039	5.067791339	5.101381223	4.924474846	4.844802343	5.217045069	5.39060688	4.728627309	5.015770163	5.160899339	5.396893073	5.67355869	4.61052962	4.657318869
ACVR1B	6.789049678	6.981252694	7.707554759	7.392428183	6.873990901	7.507655657	7.13443362	7.254437546	6.939130748	6.501257274	7.340708955	6.997713703	7.154818534	7.357596051	6.777801585	6.591544299
ACVR2A	4.149373304	3.908587342	4.280006675	4.050147183	4.057325103	4.63968252	3.8304965	4.199784927	4.155171095	4.171812151	3.973964891	3.563517625	4.405020203	4.330965162	3.874694682	3.887073587
ACVR2B	2.231811502	2.524550308	2.308654336	2.273299181	2.297419238	2.312945098	2.29991288	2.391703107	2.242368286	2.294562761	2.289493486	2.246480751	2.426787977	2.254851795	2.315133541	2.289749055
ACVR2B-AS1	2.220270574	2.286032265	2.552181864	2.310028417	2.274701062	2.257545445	2.326682259	2.252578303	2.25900026	2.174440582	2.246640126	2.256777904	2.268353077	2.25503768	2.259218916	2.285883655
ACVRL1	3.325639152	2.634930519	2.615096728	2.621687106	2.653493338	2.6019794	2.604240233	2.573084418	2.536666075	2.522372971	2.580602631	2.520265352	2.59793169	2.591681219	2.594441931	2.602618565
ACYP1	4.752309776	4.871390987	4.731644439	5.019692323	4.811747814	4.238163066	4.942454734	4.975878356	5.859928182	4.161889209	5.228660549	4.830317365	4.89425153	5.257302105	4.698324072	4.688272297
ADA	2.493409975	2.648220339	2.646195625	2.668298826	2.635699959	2.607622379	2.606872273	2.591251599	2.594775181	3.086748948	2.563760847	2.565568932	2.596308818	2.572591518	2.639709126	2.609367767
ADAM10	7.666636071	7.452541649	9.179381507	8.053721428	7.957278262	6.496698473	7.462342821	6.681362753	6.402929091	7.924867007	6.768828499	6.878841387	7.238549969	6.480876901	6.74180627	7.036071166
ADAM11	2.544369781	2.641149146	2.673451488	2.587256748	2.538415031	2.562359213	2.540919447	2.531174406	2.472418704	2.543332393	2.518959746	2.547839436	2.548418409	2.544855816	2.547735531	2.54250686
ADAM12	2.906474002	2.849292869	2.893127818	2.875692265	2.833278145	3.402319942	2.864912516	2.838597517	2.80081024	2.787015697	2.801170057	2.744574398	2.83540781	2.972202324	2.84381822	2.849254094
ADAM15	2.462782274	2.458446885	2.497642604	2.312852224	2.422889652	2.456981365	2.621679216	2.420584074	2.845512672	2.851875083	2.791134951	2.371557089	2.708871617	3.303315719	2.800873487	2.51414137
ADAM17	5.73731961	4.014659077	6.27163616	4.287872924	4.235062187	4.12511381	3.26636807	4.588631266	3.838933796	6.543701973	4.298627409	5.481183774	4.311560281	4.186304036	4.215629165	4.373560464
ADAM18	2.429535777	2.804248979	2.594888587	2.576811495	2.561882652	2.497854416	2.530815714	2.45236079	2.426004009	2.404226132	2.448470386	2.432573473	2.488063723	2.439783416	2.500442567	2.531487943
ADAM19	2.402894902	2.69550841	3.194384526	2.507528578	2.458353025	2.412034362	2.489954879	2.387800316	2.414020524	4.283194402	2.714481418	3.505946646	2.421007383	2.365786549	2.425291829	2.410870835
ADAM2	2.578009255	2.916598332	2.83429951	2.825241324	2.773095759	2.659511927	2.776361335	2.634406752	2.616754715	2.530693823	2.596025873	2.584874748	2.658578628	2.578084395	2.745856224	2.882175867
ADAM20	2.455580526	2.64683718	2.54945666	2.823619112	2.575473005	2.807873848	2.562545676	2.4858794	2.465035267	2.436374752	2.485252579	2.467168518	2.514130783	2.510822704	2.541672769	2.526475412
ADAM21	2.351318759	2.499172272	2.441950821	2.416807323	2.42818536	2.390884459	2.417123477	2.379680111	2.381565762	2.33745741	2.369752327	2.315289694	2.392062836	2.355789397	2.39027692	2.393620007
ADAM22	2.630143831	3.222647337	3.070983286	3.087087382	2.997802924	2.775254084	2.974279906	2.705261161	2.647583477	2.609109503	2.699820572	2.639053783	2.754890879	2.661799409	2.802311717	2.836277394
ADAM23	2.362806163	2.525536387	2.48292408	2.647573662	2.459058857	2.411643454	2.474273398	2.379836394	2.372333023	2.334817455	2.373705868	2.377953761	2.403148321	2.366276279	2.405037353	2.416856884
ADAM28	5.992509741	6.380762302	6.487651499	5.300464056	5.540321812	5.756161257	5.137912269	6.180270598	6.423721791	6.409227641	5.10925108	4.949672552	6.408175923	7.098560154	4.750779373	5.670406215
ADAM30	2.396538526	2.476517392	2.443347798	2.457283219	2.4239074	2.428602016	2.570675381	2.410751859	2.400803711	2.391228743	2.399321963	2.410435224	2.426849727	2.416154252	2.423410619	2.496298258
ADAM3A	3.02145192	4.277403191	4.046786476	4.298904752	4.176558277	3.304393286	4.030763432	3.138769328	3.165133325	2.857679013	3.186411011	3.075653695	3.236131874	3.002482214	3.421388235	3.528407101
ADAM5	2.34925605	2.566745717	2.485927339	2.541765302	2.464221117	2.415988992	2.456012995	2.376515615	2.354383734	2.337178898	2.359069246	2.356143225	2.396962738	2.363535282	2.415191243	2.428410541
ADAM7	2.614350789	2.834900857	2.782792276	2.698668902	2.801156103	2.68743611	2.752910713	2.675047416	2.560126133	2.623919768	2.690984065	2.563079201	2.69278254	2.681837756	2.69011592	2.704410825
ADAM8	2.918551502	3.74319287	3.035254242	3.153860871	3.096496764	2.973091578	2.965360064	2.943274881	2.947324594	5.06221348	2.938901147	3.442555495	2.765564124	2.83302334	3.028062342	2.85041411
ADAM9	6.977119478	6.207084011	7.0296452	6.804618476	7.160564538	5.95578633	6.337183869	6.275161687	7.097148681	7.680747939	6.380677104	6.464492589	6.428211267	6.474758147	5.966602525	6.644203338
ADAMDEC1	2.533892016	2.783115215	4.972710657	2.688196962	2.738383176	2.598436845	2.636291653	2.517410091	2.728708243	4.706643517	2.545275473	2.596967078	2.574387604	2.466813666	2.631347209	2.59901597
ADAMTS1	2.872320038	3.028766985	3.107014013	3.039350281	3.100837462	2.952686602	3.210096499	2.899787889	2.878552519	2.808192254	2.912720188	2.899172231	2.926497362	2.891018345	3.01233892	3.067476601
ADAMTS12	2.25781359	2.394601893	2.469699181	2.313966393	2.412729946	2.286008708	2.290904887	2.272688772	2.269606047	2.284511585	2.218845274	2.280619194	2.290135331	2.283126288	2.282941331	2.292497383
ADAMTS13	2.490024504	2.332901616	2.359552273	2.348166793	2.316620597	2.331175842	2.324892585	2.321834436	2.301957268	2.282383219	2.599128378	2.301073478	2.33124053	2.32589131	2.313460077	2.323841243
ADAMTS2	2.603454269	3.028283655	2.750353708	2.829574328	2.695695696	2.687430547	2.684434231	2.62849663	2.610431022	2.59464566	2.628529927	2.632397059	2.647267333	2.638890983	2.661982152	2.667731543
ADAMTS20	2.724488891	3.443489626	3.042065465	3.348517435	2.945706957	2.784270872	3.008394491	2.726902427	2.655162473	2.628255713	2.712320439	2.646238624	2.760981701	2.675715021	2.814421055	2.858790223
ADAMTS3	2.328569642	2.694578261	2.614279518	2.477171284	2.593405227	2.391893325	2.571567251	2.359720804	2.346449883	2.331294221	2.347483813	2.345249968	2.381051872	2.352050849	2.432517885	2.450902895
ADAMTS5	2.700059123	3.237527776	3.165886867	3.021224446	2.847115647	2.851524274	2.853939798	2.819489244	2.851781777	2.683328242	2.772701757	2.816385332	2.858503907	2.821747775	2.942206974	2.953570359
ADAMTS6	2.40214383	2.48442375	2.453882573	2.502616402	2.434559465	2.441679466	2.446481784	2.423673942	2.412502446	2.388795562	2.412147133	2.407816437	2.434226913	2.430496398	2.432737934	2.490377906
ADAMTS7	2.451411628	2.531017399	2.577587851	2.599744674	2.476866646	2.513980992	2.541384663	2.509126351	2.506844186	2.439235097	2.56755628	2.511163781	2.522669672	2.577668106	2.51220672	2.519625085
ADAMTS8	2.734904749	3.145115307	3.027925989	3.287279012	2.975553659	2.872475939	3.205215837	2.817597398	2.778830353	2.740616907	2.789880692	2.776750428	2.839351244	2.78856071	2.938188339	2.960372115
ADAMTS9	2.118012226	2.204337059	2.184072541	2.183445793	2.14515254	2.483323005	2.183933987	2.189072033	2.128417563	2.115296096	2.09496426	2.091792071	2.150363252	2.145702615	2.144086937	2.1703684
ADAMTSL2	2.361742206	2.489835018	2.508837124	2.586267811	2.467308858	2.420336352	2.437472145	2.382286809	2.368920156	2.340641197	2.374038162	2.374697862	2.40419718	2.386346029	2.674509646	2.41987099
ADAMTSL3	2.30220794	2.415580249	2.454212473	3.042555215	2.367210104	2.357284594	2.445746768	2.316926341	2.294120385	2.34770507	2.32264978	2.29813984	2.361152919	2.338799252	2.351301904	2.362817995
ADAMTSL4	2.614210437	3.036254899	2.882686965	2.805446551	2.876678534	2.725575582	2.827642513	2.662259704	2.623707933	2.637080446	2.661001485	2.657965047	2.708896109	2.663293842	2.870034456	2.775067613
ADAP1	4.68996425	4.122648065	4.956355151	4.905078941	4.561900405	6.085418168	4.946374277	5.412620149	4.977367629	4.694650325	5.234722963	4.964515017	4.960714089	4.96138623	5.246828581	4.945463296
ADAP2	4.613750432	3.921130042	5.680052869	3.411335109	3.603883842	3.330642511	3.287457518	3.531816211	3.547788845	4.71575261	3.560412376	3.823385117	3.543017452	3.457929342	3.822111847	2.875393119
ADAR	8.375512816	7.544402528	9.314448161	7.479756926	7.685410807	7.801523882	8.41003076	7.9501259	8.098181115	8.791104565	8.020442759	8.121743985	7.464923898	7.8498427	7.940174873	7.211150195
ADARB1	2.548955294	2.85477187	2.719423414	2.787710722	2.694194034	2.858544319	2.702556652	2.625345882	2.677148082	2.468908048	2.664412544	2.764396333	2.625454663	2.761491145	3.258245007	3.025935016
ADARB2	2.624894967	2.974867781	2.898327983	3.028029312	2.760552123	2.733509888	2.770693799	2.715335458	2.634390908	2.605421687	2.703854452	2.631162432	2.727089758	2.719524371	2.756390066	2.83946971
ADAT1	3.245988863	3.402858361	2.755786616	3.167734441	3.151508682	4.341281391	3.088931022	3.791129896	3.947322901	3.390712919	3.124695215	3.496085427	3.335001167	4.019021562	3.090334019	3.376259064
ADCK2	4.249041984	4.279719617	4.46677518	4.082168837	4.630004637	4.571254265	4.658054211	4.340567687	4.543793349	4.41215246	4.211092547	4.583563703	4.187033118	4.623230602	4.306740165	4.042722286
ADCK3	3.691162546	3.522803704	3.448482039	3.904428469	3.523021671	3.736986244	4.295738598	3.658813913	4.44956473	3.371511024	3.903573981	3.782283484	3.70227249	4.185334035	3.798952541	4.028734047
ADCK4	2.662302904	2.793168954	3.006810656	2.874451534	2.741505236	2.730640713	2.940060369	2.713433431	2.670134699	2.655271262	2.725858279	2.500561962	2.723439148	2.70854614	2.747134728	2.746234866
ADCY1	2.941524496	2.991758773	2.951464245	3.18823619	2.986699119	2.962206057	2.955965092	2.857720145	2.905594137	2.905155915	2.910499553	2.923637505	2.948242396	2.930013463	2.95218715	3.008259686
ADCY10	2.642269271	3.17567296	3.120106562	3.002148538	2.856731317	2.779685181	2.933293722	2.767062606	2.698679527	2.627090284	2.723319257	2.606520298	2.864313848	2.740210656	2.781594348	2.781769188
ADCY2	3.946257061	2.982131953	3.924862364	4.072632645	3.956602118	4.493356872	3.109704943	4.547643631	3.717224739	3.696807066	4.28848868	3.423335253	4.171522147	4.813861592	2.503385224	4.247402222
ADCY3	3.129018556	3.665905911	3.304462938	3.217110764	3.18264714	3.210048292	3.196210673	3.329557891	3.128534083	3.420575458	3.542705366	3.673465798	3.099086751	3.312173583	3.57324695	3.493205533
ADCY6	2.459562473	2.495580275	2.472593178	2.546964726	2.459789429	2.470665491	2.509819512	2.483784546	2.469887846	2.392266349	2.454189158	2.469504592	2.476343385	2.472201937	2.472080622	2.46873081
ADCY7	4.705686714	3.617264694	5.505329616	3.431131565	3.26626244	3.039792634	3.175572576	2.845980647	2.960470588	4.540725387	3.009976089	3.484281763	3.019872634	2.801341171	3.088131389	3.198765232
ADCY8	2.62632839	3.146873444	2.940671624	2.822001623	2.920260545	2.861713557	2.938280524	2.687843696	2.644882735	2.597794649	2.823439955	2.672338553	2.737155189	2.703297879	2.823200496	2.898814913
ADCY9	4.801704303	5.187831931	4.661650534	5.595701896	5.144802595	5.035178171	5.357416199	4.936910299	5.074449745	4.086102262	5.335512787	5.063292939	5.264436832	5.565776476	4.772720262	5.244270956
